Refnis,Place,Year,Month,dwellings,appartments,one-dwelling buildings,surface area
12029,PUTTE,2017,10,4.0,28.0,26.0,2.0
12029,PUTTE,2017,11,9.0,15.0,8.0,7.0
12029,PUTTE,2017,12,2.0,2.0,0.0,2.0
12029,PUTTE,2018,1,0.0,0.0,0.0,0.0
12029,PUTTE,2018,2,2.0,12.0,12.0,0.0
12029,PUTTE,2018,3,10.0,21.0,14.0,7.0
12029,PUTTE,2018,4,17.0,48.0,36.0,12.0
12029,PUTTE,2018,5,6.0,24.0,20.0,4.0
12029,PUTTE,2018,6,4.0,4.0,0.0,4.0
12029,PUTTE,2018,7,5.0,5.0,0.0,5.0
12029,PUTTE,2018,8,2.0,2.0,0.0,2.0
12029,PUTTE,2018,9,2.0,2.0,0.0,2.0
12029,PUTTE,2018,10,6.0,18.0,14.0,4.0
12029,PUTTE,2018,11,8.0,15.0,8.0,7.0
12029,PUTTE,2018,12,11.0,20.0,10.0,10.0
12029,PUTTE,2019,1,8.0,10.0,3.0,7.0
12029,PUTTE,2019,2,9.0,55.0,52.0,3.0
12029,PUTTE,2019,3,10.0,20.0,11.0,9.0
12029,PUTTE,2019,4,7.0,7.0,0.0,7.0
12029,PUTTE,2019,5,3.0,3.0,0.0,3.0
12029,PUTTE,2019,6,4.0,4.0,0.0,4.0
12029,PUTTE,2019,7,19.0,65.0,54.0,11.0
12029,PUTTE,2019,8,6.0,6.0,0.0,6.0
12029,PUTTE,2019,9,22.0,59.0,42.0,17.0
12029,PUTTE,2019,10,8.0,13.0,8.0,5.0
12029,PUTTE,2019,11,4.0,4.0,0.0,4.0
12029,PUTTE,2019,12,6.0,16.0,12.0,4.0
12029,PUTTE,2020,1,17.0,53.0,40.0,13.0
12029,PUTTE,2020,2,10.0,15.0,6.0,9.0
12029,PUTTE,2020,3,8.0,53.0,50.0,3.0
12029,PUTTE,2020,4,5.0,13.0,9.0,4.0
12029,PUTTE,2020,5,5.0,8.0,5.0,3.0
12029,PUTTE,2020,6,7.0,12.0,6.0,6.0
12029,PUTTE,2020,7,11.0,16.0,6.0,10.0
12029,PUTTE,2020,8,19.0,22.0,4.0,18.0
12029,PUTTE,2020,9,18.0,21.0,5.0,16.0
12029,PUTTE,2020,10,3.0,11.0,9.0,2.0
12029,PUTTE,2020,11,4.0,4.0,0.0,4.0
12029,PUTTE,2020,12,9.0,26.0,19.0,7.0
12029,PUTTE,2021,1,12.0,12.0,0.0,12.0
12029,PUTTE,2021,2,5.0,5.0,0.0,5.0
12029,PUTTE,2021,3,6.0,7.0,2.0,5.0
12029,PUTTE,2021,4,3.0,21.0,21.0,0.0
12029,PUTTE,2021,5,4.0,5.0,2.0,3.0
12035,SINT-KATELIJNE-WAVER,2012,1,4.0,4.0,0.0,4.0
12035,SINT-KATELIJNE-WAVER,2012,2,1.0,1.0,0.0,1.0
12035,SINT-KATELIJNE-WAVER,2012,3,6.0,9.0,5.0,4.0
12035,SINT-KATELIJNE-WAVER,2012,4,14.0,19.0,6.0,13.0
12035,SINT-KATELIJNE-WAVER,2012,5,3.0,3.0,0.0,3.0
12035,SINT-KATELIJNE-WAVER,2012,6,7.0,8.0,2.0,6.0
12035,SINT-KATELIJNE-WAVER,2012,7,3.0,3.0,0.0,3.0
12035,SINT-KATELIJNE-WAVER,2012,8,1.0,1.0,0.0,1.0
12035,SINT-KATELIJNE-WAVER,2012,9,3.0,8.0,6.0,2.0
12035,SINT-KATELIJNE-WAVER,2012,10,8.0,8.0,0.0,8.0
12035,SINT-KATELIJNE-WAVER,2012,11,3.0,3.0,0.0,3.0
12035,SINT-KATELIJNE-WAVER,2012,12,3.0,3.0,0.0,3.0
12035,SINT-KATELIJNE-WAVER,2013,1,6.0,6.0,0.0,6.0
12035,SINT-KATELIJNE-WAVER,2013,2,6.0,33.0,31.0,2.0
12035,SINT-KATELIJNE-WAVER,2013,3,7.0,8.0,2.0,6.0
12035,SINT-KATELIJNE-WAVER,2013,4,7.0,17.0,12.0,5.0
12035,SINT-KATELIJNE-WAVER,2013,5,4.0,5.0,2.0,3.0
12035,SINT-KATELIJNE-WAVER,2013,6,2.0,3.0,2.0,1.0
12035,SINT-KATELIJNE-WAVER,2013,7,6.0,11.0,6.0,5.0
12035,SINT-KATELIJNE-WAVER,2013,8,4.0,4.0,0.0,4.0
12035,SINT-KATELIJNE-WAVER,2013,9,5.0,15.0,11.0,4.0
12035,SINT-KATELIJNE-WAVER,2013,10,3.0,70.0,69.0,1.0
12035,SINT-KATELIJNE-WAVER,2013,11,0.0,0.0,0.0,0.0
12035,SINT-KATELIJNE-WAVER,2013,12,2.0,2.0,0.0,2.0
12035,SINT-KATELIJNE-WAVER,2014,1,5.0,8.0,5.0,3.0
12035,SINT-KATELIJNE-WAVER,2014,2,14.0,21.0,8.0,13.0
12035,SINT-KATELIJNE-WAVER,2014,3,11.0,52.0,47.0,5.0
12035,SINT-KATELIJNE-WAVER,2014,4,8.0,40.0,35.0,5.0
12035,SINT-KATELIJNE-WAVER,2014,5,5.0,5.0,0.0,5.0
12035,SINT-KATELIJNE-WAVER,2014,6,2.0,11.0,11.0,0.0
12035,SINT-KATELIJNE-WAVER,2014,7,3.0,3.0,0.0,3.0
12035,SINT-KATELIJNE-WAVER,2014,8,3.0,3.0,0.0,3.0
12035,SINT-KATELIJNE-WAVER,2014,9,6.0,6.0,0.0,6.0
12035,SINT-KATELIJNE-WAVER,2014,10,3.0,3.0,0.0,3.0
12035,SINT-KATELIJNE-WAVER,2014,11,1.0,1.0,0.0,1.0
12035,SINT-KATELIJNE-WAVER,2014,12,2.0,2.0,0.0,2.0
12035,SINT-KATELIJNE-WAVER,2015,1,2.0,2.0,0.0,2.0
12035,SINT-KATELIJNE-WAVER,2015,2,1.0,1.0,0.0,1.0
12035,SINT-KATELIJNE-WAVER,2015,3,4.0,8.0,5.0,3.0
12035,SINT-KATELIJNE-WAVER,2015,4,2.0,2.0,0.0,2.0
12035,SINT-KATELIJNE-WAVER,2015,5,5.0,28.0,28.0,0.0
12035,SINT-KATELIJNE-WAVER,2015,6,1.0,1.0,0.0,1.0
12035,SINT-KATELIJNE-WAVER,2015,7,5.0,9.0,5.0,4.0
12035,SINT-KATELIJNE-WAVER,2015,8,5.0,20.0,18.0,2.0
12035,SINT-KATELIJNE-WAVER,2015,9,2.0,6.0,5.0,1.0
12035,SINT-KATELIJNE-WAVER,2015,10,2.0,9.0,9.0,0.0
12035,SINT-KATELIJNE-WAVER,2015,11,5.0,5.0,0.0,5.0
12035,SINT-KATELIJNE-WAVER,2015,12,1.0,2.0,2.0,0.0
12035,SINT-KATELIJNE-WAVER,2016,1,3.0,3.0,0.0,3.0
12035,SINT-KATELIJNE-WAVER,2016,2,4.0,6.0,4.0,2.0
12035,SINT-KATELIJNE-WAVER,2016,3,7.0,8.0,2.0,6.0
12035,SINT-KATELIJNE-WAVER,2016,4,11.0,27.0,18.0,9.0
12035,SINT-KATELIJNE-WAVER,2016,5,5.0,15.0,12.0,3.0
12035,SINT-KATELIJNE-WAVER,2016,6,2.0,7.0,6.0,1.0
12035,SINT-KATELIJNE-WAVER,2016,7,2.0,2.0,0.0,2.0
12035,SINT-KATELIJNE-WAVER,2016,8,1.0,1.0,0.0,1.0
12035,SINT-KATELIJNE-WAVER,2016,9,8.0,8.0,0.0,8.0
12035,SINT-KATELIJNE-WAVER,2016,10,4.0,4.0,0.0,4.0
12035,SINT-KATELIJNE-WAVER,2016,11,0.0,0.0,0.0,0.0
12035,SINT-KATELIJNE-WAVER,2016,12,2.0,2.0,0.0,2.0
12035,SINT-KATELIJNE-WAVER,2017,1,2.0,2.0,0.0,2.0
12035,SINT-KATELIJNE-WAVER,2017,2,3.0,3.0,0.0,3.0
12035,SINT-KATELIJNE-WAVER,2017,3,5.0,5.0,0.0,5.0
12035,SINT-KATELIJNE-WAVER,2017,4,3.0,3.0,0.0,3.0
12035,SINT-KATELIJNE-WAVER,2017,5,3.0,3.0,0.0,3.0
12035,SINT-KATELIJNE-WAVER,2017,6,3.0,3.0,0.0,3.0
12035,SINT-KATELIJNE-WAVER,2017,7,2.0,2.0,0.0,2.0
12035,SINT-KATELIJNE-WAVER,2017,8,6.0,6.0,0.0,6.0
12035,SINT-KATELIJNE-WAVER,2017,9,20.0,34.0,15.0,19.0
12035,SINT-KATELIJNE-WAVER,2017,10,2.0,2.0,0.0,2.0
12035,SINT-KATELIJNE-WAVER,2017,11,16.0,26.0,13.0,13.0
12035,SINT-KATELIJNE-WAVER,2017,12,16.0,16.0,2.0,14.0
12035,SINT-KATELIJNE-WAVER,2018,1,5.0,9.0,5.0,4.0
12035,SINT-KATELIJNE-WAVER,2018,2,19.0,17.0,0.0,17.0
12035,SINT-KATELIJNE-WAVER,2018,3,6.0,6.0,0.0,6.0
12035,SINT-KATELIJNE-WAVER,2018,4,11.0,11.0,0.0,11.0
12035,SINT-KATELIJNE-WAVER,2018,5,3.0,7.0,5.0,2.0
12035,SINT-KATELIJNE-WAVER,2018,6,5.0,5.0,0.0,5.0
12035,SINT-KATELIJNE-WAVER,2018,7,8.0,23.0,18.0,5.0
12035,SINT-KATELIJNE-WAVER,2018,8,2.0,2.0,0.0,2.0
12035,SINT-KATELIJNE-WAVER,2018,9,8.0,8.0,0.0,8.0
12035,SINT-KATELIJNE-WAVER,2018,10,6.0,13.0,8.0,5.0
12035,SINT-KATELIJNE-WAVER,2018,11,2.0,2.0,0.0,2.0
12035,SINT-KATELIJNE-WAVER,2018,12,2.0,2.0,0.0,2.0
12035,SINT-KATELIJNE-WAVER,2019,1,11.0,11.0,0.0,11.0
12035,SINT-KATELIJNE-WAVER,2019,2,7.0,7.0,0.0,7.0
12035,SINT-KATELIJNE-WAVER,2019,3,5.0,5.0,0.0,5.0
12035,SINT-KATELIJNE-WAVER,2019,4,6.0,6.0,0.0,6.0
12035,SINT-KATELIJNE-WAVER,2019,5,26.0,72.0,49.0,23.0
12035,SINT-KATELIJNE-WAVER,2019,6,3.0,3.0,0.0,3.0
12035,SINT-KATELIJNE-WAVER,2019,7,3.0,3.0,0.0,3.0
12035,SINT-KATELIJNE-WAVER,2019,8,5.0,5.0,0.0,5.0
12035,SINT-KATELIJNE-WAVER,2019,9,7.0,17.0,13.0,4.0
12035,SINT-KATELIJNE-WAVER,2019,10,11.0,11.0,0.0,11.0
12035,SINT-KATELIJNE-WAVER,2019,11,10.0,17.0,8.0,9.0
12035,SINT-KATELIJNE-WAVER,2019,12,6.0,14.0,9.0,5.0
12035,SINT-KATELIJNE-WAVER,2020,1,6.0,16.0,11.0,5.0
12035,SINT-KATELIJNE-WAVER,2020,2,5.0,5.0,0.0,5.0
12035,SINT-KATELIJNE-WAVER,2020,3,5.0,14.0,11.0,3.0
12035,SINT-KATELIJNE-WAVER,2020,4,3.0,3.0,0.0,3.0
12035,SINT-KATELIJNE-WAVER,2020,5,4.0,4.0,0.0,4.0
12035,SINT-KATELIJNE-WAVER,2020,6,10.0,24.0,18.0,6.0
12035,SINT-KATELIJNE-WAVER,2020,7,5.0,37.0,33.0,4.0
12035,SINT-KATELIJNE-WAVER,2020,8,4.0,26.0,25.0,1.0
12035,SINT-KATELIJNE-WAVER,2020,9,0.0,0.0,0.0,0.0
12035,SINT-KATELIJNE-WAVER,2020,10,6.0,8.0,3.0,5.0
12035,SINT-KATELIJNE-WAVER,2020,11,21.0,21.0,0.0,21.0
12035,SINT-KATELIJNE-WAVER,2020,12,2.0,2.0,0.0,2.0
12035,SINT-KATELIJNE-WAVER,2021,1,1.0,1.0,0.0,1.0
12035,SINT-KATELIJNE-WAVER,2021,2,14.0,14.0,0.0,14.0
12035,SINT-KATELIJNE-WAVER,2021,3,12.0,15.0,5.0,10.0
12035,SINT-KATELIJNE-WAVER,2021,4,5.0,5.0,0.0,5.0
12035,SINT-KATELIJNE-WAVER,2021,5,11.0,32.0,24.0,8.0
12040,WILLEBROEK,2012,1,3.0,6.0,4.0,2.0
12040,WILLEBROEK,2012,2,9.0,9.0,0.0,9.0
12040,WILLEBROEK,2012,3,3.0,3.0,0.0,3.0
12040,WILLEBROEK,2012,4,5.0,23.0,20.0,3.0
12040,WILLEBROEK,2012,5,1.0,1.0,0.0,1.0
12040,WILLEBROEK,2012,6,4.0,7.0,5.0,2.0
12040,WILLEBROEK,2012,7,2.0,7.0,6.0,1.0
12040,WILLEBROEK,2012,8,2.0,2.0,0.0,2.0
12040,WILLEBROEK,2012,9,1.0,1.0,0.0,1.0
12040,WILLEBROEK,2012,10,5.0,7.0,3.0,4.0
12040,WILLEBROEK,2012,11,2.0,2.0,0.0,2.0
12040,WILLEBROEK,2012,12,8.0,9.0,2.0,7.0
12040,WILLEBROEK,2013,1,2.0,2.0,0.0,2.0
12040,WILLEBROEK,2013,2,1.0,1.0,0.0,1.0
12040,WILLEBROEK,2013,3,5.0,7.0,3.0,4.0
12040,WILLEBROEK,2013,4,2.0,5.0,4.0,1.0
12040,WILLEBROEK,2013,5,7.0,8.0,2.0,6.0
12040,WILLEBROEK,2013,6,1.0,1.0,0.0,1.0
12040,WILLEBROEK,2013,7,2.0,5.0,4.0,1.0
12040,WILLEBROEK,2013,8,9.0,9.0,0.0,9.0
12040,WILLEBROEK,2013,9,7.0,9.0,4.0,5.0
12040,WILLEBROEK,2013,10,14.0,35.0,24.0,11.0
12040,WILLEBROEK,2013,11,3.0,21.0,19.0,2.0
12040,WILLEBROEK,2013,12,3.0,3.0,0.0,3.0
12040,WILLEBROEK,2014,1,9.0,16.0,8.0,8.0
12040,WILLEBROEK,2014,2,8.0,26.0,21.0,5.0
12040,WILLEBROEK,2014,3,0.0,0.0,0.0,0.0
12040,WILLEBROEK,2014,4,11.0,15.0,5.0,10.0
12040,WILLEBROEK,2014,5,12.0,30.0,22.0,8.0
12040,WILLEBROEK,2014,6,0.0,0.0,0.0,0.0
12040,WILLEBROEK,2014,7,2.0,2.0,0.0,2.0
12040,WILLEBROEK,2014,8,1.0,1.0,0.0,1.0
12040,WILLEBROEK,2014,9,6.0,11.0,6.0,5.0
12040,WILLEBROEK,2014,10,1.0,12.0,12.0,0.0
12040,WILLEBROEK,2014,11,0.0,0.0,0.0,0.0
12040,WILLEBROEK,2014,12,2.0,4.0,3.0,1.0
12040,WILLEBROEK,2015,1,1.0,1.0,0.0,1.0
12040,WILLEBROEK,2015,2,5.0,11.0,9.0,2.0
12040,WILLEBROEK,2015,3,9.0,31.0,26.0,5.0
12040,WILLEBROEK,2015,4,6.0,32.0,29.0,3.0
12040,WILLEBROEK,2015,5,2.0,8.0,8.0,0.0
12040,WILLEBROEK,2015,6,2.0,2.0,0.0,2.0
12040,WILLEBROEK,2015,7,4.0,39.0,38.0,1.0
12040,WILLEBROEK,2015,8,7.0,10.0,4.0,6.0
12040,WILLEBROEK,2015,9,2.0,3.0,2.0,1.0
12040,WILLEBROEK,2015,10,2.0,2.0,0.0,2.0
12040,WILLEBROEK,2015,11,1.0,1.0,0.0,1.0
12040,WILLEBROEK,2015,12,2.0,5.0,4.0,1.0
12040,WILLEBROEK,2016,1,4.0,5.0,2.0,3.0
12040,WILLEBROEK,2016,2,0.0,0.0,0.0,0.0
12040,WILLEBROEK,2016,3,2.0,5.0,4.0,1.0
12040,WILLEBROEK,2016,4,23.0,169.0,155.0,14.0
12040,WILLEBROEK,2016,5,2.0,6.0,5.0,1.0
12040,WILLEBROEK,2016,6,1.0,1.0,0.0,1.0
12040,WILLEBROEK,2016,7,1.0,3.0,3.0,0.0
12040,WILLEBROEK,2016,8,3.0,29.0,27.0,2.0
12040,WILLEBROEK,2016,9,83.0,173.0,101.0,72.0
12040,WILLEBROEK,2016,10,6.0,36.0,32.0,4.0
12040,WILLEBROEK,2016,11,0.0,0.0,0.0,0.0
12040,WILLEBROEK,2016,12,20.0,30.0,12.0,18.0
12040,WILLEBROEK,2017,1,3.0,3.0,0.0,3.0
12040,WILLEBROEK,2017,2,2.0,4.0,3.0,1.0
12040,WILLEBROEK,2017,3,3.0,9.0,7.0,2.0
12040,WILLEBROEK,2017,4,22.0,101.0,80.0,21.0
12040,WILLEBROEK,2017,5,1.0,1.0,0.0,1.0
12040,WILLEBROEK,2017,6,1.0,1.0,0.0,1.0
12040,WILLEBROEK,2017,7,1.0,4.0,4.0,0.0
12040,WILLEBROEK,2017,8,4.0,18.0,15.0,3.0
12040,WILLEBROEK,2017,9,9.0,45.0,38.0,7.0
12040,WILLEBROEK,2017,10,19.0,17.0,0.0,17.0
12040,WILLEBROEK,2017,11,17.0,21.0,5.0,16.0
12040,WILLEBROEK,2017,12,8.0,59.0,59.0,0.0
12040,WILLEBROEK,2018,1,7.0,7.0,0.0,7.0
12040,WILLEBROEK,2018,2,8.0,40.0,34.0,6.0
12040,WILLEBROEK,2018,3,13.0,13.0,0.0,13.0
12040,WILLEBROEK,2018,4,1.0,1.0,0.0,1.0
12040,WILLEBROEK,2018,5,5.0,20.0,18.0,2.0
12040,WILLEBROEK,2018,6,7.0,113.0,111.0,2.0
12040,WILLEBROEK,2018,7,2.0,2.0,0.0,2.0
12040,WILLEBROEK,2018,8,3.0,3.0,0.0,3.0
12040,WILLEBROEK,2018,9,1.0,2.0,2.0,0.0
12040,WILLEBROEK,2018,10,7.0,43.0,41.0,2.0
12040,WILLEBROEK,2018,11,1.0,8.0,8.0,0.0
12040,WILLEBROEK,2018,12,0.0,0.0,0.0,0.0
12040,WILLEBROEK,2019,1,18.0,18.0,0.0,18.0
12040,WILLEBROEK,2019,2,6.0,6.0,0.0,6.0
12040,WILLEBROEK,2019,3,9.0,9.0,0.0,9.0
12040,WILLEBROEK,2019,4,6.0,66.0,61.0,5.0
12040,WILLEBROEK,2019,5,2.0,15.0,14.0,1.0
12040,WILLEBROEK,2019,6,5.0,7.0,4.0,3.0
12040,WILLEBROEK,2019,7,3.0,3.0,0.0,3.0
12040,WILLEBROEK,2019,8,8.0,12.0,5.0,7.0
12040,WILLEBROEK,2019,9,1.0,1.0,0.0,1.0
12040,WILLEBROEK,2019,10,26.0,48.0,24.0,24.0
12040,WILLEBROEK,2019,11,5.0,5.0,0.0,5.0
12040,WILLEBROEK,2019,12,6.0,22.0,18.0,4.0
12040,WILLEBROEK,2020,1,0.0,0.0,0.0,0.0
12040,WILLEBROEK,2020,2,8.0,10.0,3.0,7.0
12040,WILLEBROEK,2020,3,42.0,49.0,10.0,39.0
12040,WILLEBROEK,2020,4,10.0,99.0,96.0,3.0
12040,WILLEBROEK,2020,5,10.0,106.0,102.0,4.0
12040,WILLEBROEK,2020,6,5.0,9.0,6.0,3.0
12040,WILLEBROEK,2020,7,13.0,31.0,20.0,11.0
12040,WILLEBROEK,2020,8,2.0,2.0,0.0,2.0
12040,WILLEBROEK,2020,9,19.0,46.0,31.0,15.0
12040,WILLEBROEK,2020,10,7.0,25.0,22.0,3.0
12040,WILLEBROEK,2020,11,5.0,97.0,96.0,1.0
12040,WILLEBROEK,2020,12,50.0,56.0,8.0,48.0
12040,WILLEBROEK,2021,1,20.0,39.0,21.0,18.0
12040,WILLEBROEK,2021,2,1.0,1.0,0.0,1.0
12040,WILLEBROEK,2021,3,3.0,3.0,0.0,3.0
12040,WILLEBROEK,2021,4,42.0,90.0,60.0,30.0
12040,WILLEBROEK,2021,5,2.0,19.0,19.0,0.0
12041,PUURS-SINT-AMANDS,2012,1,9.0,9.0,0.0,9.0
12041,PUURS-SINT-AMANDS,2012,2,17.0,22.0,6.0,16.0
12041,PUURS-SINT-AMANDS,2012,3,11.0,23.0,14.0,9.0
12041,PUURS-SINT-AMANDS,2012,4,6.0,10.0,6.0,4.0
12041,PUURS-SINT-AMANDS,2012,5,8.0,14.0,7.0,7.0
12041,PUURS-SINT-AMANDS,2012,6,8.0,8.0,0.0,8.0
12041,PUURS-SINT-AMANDS,2012,7,7.0,12.0,6.0,6.0
12041,PUURS-SINT-AMANDS,2012,8,2.0,2.0,0.0,2.0
12041,PUURS-SINT-AMANDS,2012,9,8.0,8.0,0.0,8.0
12041,PUURS-SINT-AMANDS,2012,10,3.0,3.0,0.0,3.0
12041,PUURS-SINT-AMANDS,2012,11,3.0,3.0,0.0,3.0
12041,PUURS-SINT-AMANDS,2012,12,2.0,2.0,0.0,2.0
12041,PUURS-SINT-AMANDS,2013,1,7.0,15.0,10.0,5.0
12041,PUURS-SINT-AMANDS,2013,2,5.0,18.0,15.0,3.0
12041,PUURS-SINT-AMANDS,2013,3,6.0,6.0,0.0,6.0
12041,PUURS-SINT-AMANDS,2013,4,3.0,3.0,0.0,3.0
12041,PUURS-SINT-AMANDS,2013,5,4.0,4.0,0.0,4.0
12041,PUURS-SINT-AMANDS,2013,6,4.0,4.0,0.0,4.0
12041,PUURS-SINT-AMANDS,2013,7,8.0,15.0,8.0,7.0
12041,PUURS-SINT-AMANDS,2013,8,4.0,4.0,0.0,4.0
12041,PUURS-SINT-AMANDS,2013,9,7.0,11.0,6.0,5.0
12041,PUURS-SINT-AMANDS,2013,10,6.0,6.0,0.0,6.0
12041,PUURS-SINT-AMANDS,2013,11,7.0,8.0,2.0,6.0
12041,PUURS-SINT-AMANDS,2013,12,11.0,23.0,15.0,8.0
12041,PUURS-SINT-AMANDS,2014,1,6.0,10.0,5.0,5.0
12041,PUURS-SINT-AMANDS,2014,2,7.0,7.0,0.0,7.0
12041,PUURS-SINT-AMANDS,2014,3,8.0,13.0,6.0,7.0
12041,PUURS-SINT-AMANDS,2014,4,10.0,29.0,22.0,7.0
12041,PUURS-SINT-AMANDS,2014,5,20.0,24.0,5.0,19.0
12041,PUURS-SINT-AMANDS,2014,6,1.0,1.0,0.0,1.0
12041,PUURS-SINT-AMANDS,2014,7,4.0,4.0,0.0,4.0
12041,PUURS-SINT-AMANDS,2014,8,0.0,0.0,0.0,0.0
12041,PUURS-SINT-AMANDS,2014,9,6.0,6.0,0.0,6.0
12041,PUURS-SINT-AMANDS,2014,10,1.0,17.0,17.0,0.0
12041,PUURS-SINT-AMANDS,2014,11,5.0,5.0,0.0,5.0
12041,PUURS-SINT-AMANDS,2014,12,14.0,20.0,7.0,13.0
12041,PUURS-SINT-AMANDS,2015,1,4.0,4.0,0.0,4.0
12041,PUURS-SINT-AMANDS,2015,2,17.0,22.0,6.0,16.0
12041,PUURS-SINT-AMANDS,2015,3,14.0,18.0,5.0,13.0
12041,PUURS-SINT-AMANDS,2015,4,4.0,5.0,2.0,3.0
12041,PUURS-SINT-AMANDS,2015,5,9.0,44.0,40.0,4.0
12041,PUURS-SINT-AMANDS,2015,6,5.0,5.0,0.0,5.0
12041,PUURS-SINT-AMANDS,2015,7,11.0,11.0,0.0,11.0
12041,PUURS-SINT-AMANDS,2015,8,5.0,22.0,18.0,4.0
12041,PUURS-SINT-AMANDS,2015,9,8.0,8.0,0.0,8.0
12041,PUURS-SINT-AMANDS,2015,10,6.0,24.0,20.0,4.0
12041,PUURS-SINT-AMANDS,2015,11,3.0,3.0,0.0,3.0
12041,PUURS-SINT-AMANDS,2015,12,4.0,4.0,0.0,4.0
12041,PUURS-SINT-AMANDS,2016,1,3.0,10.0,8.0,2.0
12041,PUURS-SINT-AMANDS,2016,2,7.0,7.0,0.0,7.0
12041,PUURS-SINT-AMANDS,2016,3,4.0,4.0,0.0,4.0
12041,PUURS-SINT-AMANDS,2016,4,6.0,6.0,0.0,6.0
12041,PUURS-SINT-AMANDS,2016,5,8.0,11.0,4.0,7.0
12041,PUURS-SINT-AMANDS,2016,6,3.0,3.0,0.0,3.0
12041,PUURS-SINT-AMANDS,2016,7,4.0,6.0,3.0,3.0
12041,PUURS-SINT-AMANDS,2016,8,9.0,23.0,16.0,7.0
12041,PUURS-SINT-AMANDS,2016,9,4.0,4.0,0.0,4.0
12041,PUURS-SINT-AMANDS,2016,10,2.0,6.0,5.0,1.0
12041,PUURS-SINT-AMANDS,2016,11,5.0,5.0,0.0,5.0
12041,PUURS-SINT-AMANDS,2016,12,1.0,1.0,0.0,1.0
12041,PUURS-SINT-AMANDS,2017,1,5.0,31.0,28.0,3.0
12041,PUURS-SINT-AMANDS,2017,2,5.0,22.0,18.0,4.0
12041,PUURS-SINT-AMANDS,2017,3,3.0,3.0,0.0,3.0
12041,PUURS-SINT-AMANDS,2017,4,9.0,139.0,134.0,5.0
12041,PUURS-SINT-AMANDS,2017,5,11.0,23.0,13.0,10.0
12041,PUURS-SINT-AMANDS,2017,6,11.0,23.0,13.0,10.0
12041,PUURS-SINT-AMANDS,2017,7,5.0,4.0,0.0,4.0
12041,PUURS-SINT-AMANDS,2017,8,10.0,18.0,10.0,8.0
12041,PUURS-SINT-AMANDS,2017,9,9.0,14.0,6.0,8.0
12041,PUURS-SINT-AMANDS,2017,10,4.0,14.0,11.0,3.0
12041,PUURS-SINT-AMANDS,2017,11,0.0,0.0,0.0,0.0
12041,PUURS-SINT-AMANDS,2017,12,13.0,121.0,114.0,7.0
12041,PUURS-SINT-AMANDS,2018,1,13.0,28.0,22.0,6.0
12041,PUURS-SINT-AMANDS,2018,2,14.0,18.0,6.0,12.0
12041,PUURS-SINT-AMANDS,2018,3,28.0,111.0,98.0,13.0
12041,PUURS-SINT-AMANDS,2018,4,14.0,26.0,16.0,10.0
12041,PUURS-SINT-AMANDS,2018,5,5.0,20.0,16.0,4.0
12041,PUURS-SINT-AMANDS,2018,6,1.0,4.0,4.0,0.0
12041,PUURS-SINT-AMANDS,2018,7,7.0,28.0,24.0,4.0
12041,PUURS-SINT-AMANDS,2018,8,3.0,2.0,0.0,2.0
12041,PUURS-SINT-AMANDS,2018,9,7.0,8.0,2.0,6.0
12041,PUURS-SINT-AMANDS,2018,10,4.0,16.0,13.0,3.0
12041,PUURS-SINT-AMANDS,2018,11,7.0,13.0,8.0,5.0
12041,PUURS-SINT-AMANDS,2018,12,17.0,69.0,58.0,11.0
12041,PUURS-SINT-AMANDS,2019,1,4.0,4.0,0.0,4.0
12041,PUURS-SINT-AMANDS,2019,2,6.0,7.0,2.0,5.0
12041,PUURS-SINT-AMANDS,2019,3,4.0,5.0,2.0,3.0
12041,PUURS-SINT-AMANDS,2019,4,8.0,27.0,22.0,5.0
12041,PUURS-SINT-AMANDS,2019,5,4.0,9.0,6.0,3.0
12041,PUURS-SINT-AMANDS,2019,6,2.0,2.0,0.0,2.0
12041,PUURS-SINT-AMANDS,2019,7,2.0,2.0,0.0,2.0
12041,PUURS-SINT-AMANDS,2019,8,4.0,5.0,2.0,3.0
12041,PUURS-SINT-AMANDS,2019,9,6.0,6.0,0.0,6.0
12041,PUURS-SINT-AMANDS,2019,10,5.0,5.0,0.0,5.0
12041,PUURS-SINT-AMANDS,2019,11,23.0,23.0,0.0,23.0
12041,PUURS-SINT-AMANDS,2019,12,11.0,33.0,24.0,9.0
12041,PUURS-SINT-AMANDS,2020,1,10.0,15.0,6.0,9.0
12041,PUURS-SINT-AMANDS,2020,2,4.0,7.0,4.0,3.0
12041,PUURS-SINT-AMANDS,2020,3,13.0,24.0,15.0,9.0
12041,PUURS-SINT-AMANDS,2020,4,4.0,8.0,5.0,3.0
12041,PUURS-SINT-AMANDS,2020,5,13.0,16.0,4.0,12.0
12041,PUURS-SINT-AMANDS,2020,6,3.0,3.0,0.0,3.0
12041,PUURS-SINT-AMANDS,2020,7,7.0,46.0,43.0,3.0
12041,PUURS-SINT-AMANDS,2020,8,4.0,4.0,0.0,4.0
12041,PUURS-SINT-AMANDS,2020,9,9.0,72.0,69.0,3.0
12041,PUURS-SINT-AMANDS,2020,10,25.0,30.0,7.0,23.0
12041,PUURS-SINT-AMANDS,2020,11,4.0,4.0,0.0,4.0
12041,PUURS-SINT-AMANDS,2020,12,8.0,31.0,27.0,4.0
12041,PUURS-SINT-AMANDS,2021,1,26.0,104.0,86.0,18.0
